github_repo	name	url	license	maker	owner_type	description	language	stars	homepage	created_at	pushed_at	archived	topics	error
sahil87/fab-kit	fab-kit	https://github.com/sahil87/fab-kit	MIT	sahil87	User	Structured, spec-driven development workflow for AI coding agents.	Go	29	https://shll.ai/fab-kit	2026-02-05T11:19:47Z	2026-08-19T20:10:18Z	False	agents;ai-coding;ai-workflow-optimization;ai-workflows;claude-code;cli;codex;cursor;developer-tools;fab-kit;okf;prompt-engineering;spec-driven-development;windsurf;worktrees	
ramarlina/agx	agx	https://github.com/ramarlina/agx	None	ramarlina	User	agx: Run AI coding agents as a persistent team with objectives, memory, and coordinated work. The same agents built this tool — 167+ merged PRs, 93% clean.	TypeScript	27	https://www.runagx.com	2026-02-02T19:46:31Z	2026-05-06T05:35:18Z	False	ai-agents;coding-assistants;developer-tools	
rxdt/py_ralph_frame	ralph-harness	https://github.com/rxdt/py_ralph_frame	MIT	rxdt	User	A repo-native coding-agent loop harness for Claude, Codex, Copilot, and other CLI agents. Agents can edit. Gates decide what lands. You set the plan in motion. The agents take a prompt, and each iteration must update specs and commit through guardrails.	Python	19		2026-06-23T03:05:34Z	2026-08-15T05:53:27Z	False	agent;agent-loop;agentic-ai;agentic-coding;ai-agents;automation;autonomous-agents;claude-code;codex-cli;coding-agents;developer-tools;first-timers-only;framework;good-first-issue;harness;pair-programming;scaffold-template;template;up-for-grabs;uvx	
shinpr/galley	Galley	https://github.com/shinpr/galley	MIT	shinpr	User	You pick the model per task, with review, evidence, and a PR at the end.	Go	17		2026-05-07T22:34:51Z	2026-08-19T08:18:37Z	False	agentic-workflow;ai-coding;claude-code;code-review;codex;coding-agents;daemon;developer-tools;glm;grok;kimi;openai;orchestration;task-runner;workflow-automation	
jcast90/relay	Relay	https://github.com/jcast90/relay	MIT	jcast90	User	Orchestrate coding agents across repos. Local-first, self-hosted, runs inside your existing Claude / Codex CLI.	TypeScript	5	https://github.com/jcast90/relay#readme	2026-03-30T13:57:16Z	2026-07-11T16:14:35Z	False	agent-orchestration;ai-agents;ai-coding-assistant;autonomous-agent;claude;claude-cli;cli;codex;codex-cli;coding-agent;developer-tools;local-first;mcp;mcp-server;multi-agent;orchestration;ratatui;rust;tauri;typescript	
youwangd/SageCLI	sage	https://github.com/youwangd/SageCLI	MIT	youwangd	User	⚡ Simple Agent Engine — Orchestrate AI coding agents from your terminal. No frameworks, just bash, jq, and tmux.	Shell	5	https://youwangd.github.io/posts/sage-cli	2026-03-13T21:50:03Z	2026-04-27T04:17:29Z	False	agent;ai;bash;claude;cli;cline;coding-agent;llm;multi-agent;orchestration;tmux;unix	
Ralph-Workflow/Ralph-Workflow	Ralph Workflow	https://github.com/Ralph-Workflow/Ralph-Workflow	AGPL-3.0	Ralph-Workflow	Organization	Autopilot for AI Coding Agents, supports OpenCode, Claude Code, pi.dev, Cursor, and many more	Python	5	https://ralphworkflow.com	2026-01-13T23:23:17Z	2026-08-20T00:08:43Z	False	ai;ai-agents;claude-code;cli;developer-tools;developer-workflow;multi-agent;opencode;orchestration;python;spec-driven-development;workflow	
atte500/TeDDy	TeDDy	https://github.com/atte500/TeDDy	AGPL-3.0	atte500	User	xCogito on YouTube	Python	4	https://www.youtube.com/@xCogito-tv	2025-10-25T16:18:39Z	2026-07-14T15:01:22Z	False		
daman8271/the-perfect-orchestrator	the-perfect-orchestrator	https://github.com/daman8271/the-perfect-orchestrator	MIT	daman8271	User	One lead Claude Code session commanding N autonomous workers in tmux — with adversarially verified results. No daemons, no servers, just files.	Shell	1	https://the-perfect-orchestrator.vercel.app	2026-06-05T19:26:27Z	2026-06-30T19:35:40Z	False	agent-skills;agent-swarm;ai-agents;anthropic;claude;claude-code;claude-code-plugin;claude-skills;developer-tools;llm;multi-agent;orchestration;tmux	
headroomlabs-ai/headroom	Headroom	https://github.com/headroomlabs-ai/headroom	Apache-2.0	headroomlabs-ai	Organization	Compress tool outputs, logs, files, and RAG chunks before they reach the LLM. 20% fewer tokens for coding agents, 60-95% fewer tokens for JSON, same answers. Library, proxy, MCP server.	Python	66906	https://docs.headroomlabs.ai/docs	2026-01-07T19:58:51Z	2026-08-19T21:22:01Z	False	agent;ai;anthropic;claude-code;compression;context-engineering;context-window;cursor;fastapi;langchain;llm;mcp;openai;prompt-engineering;proxy;python;rag;token-optimization;tokens;typescript	
vercel-labs/agent-browser	agent-browser	https://github.com/vercel-labs/agent-browser	Apache-2.0	vercel-labs	Organization	Browser automation CLI for AI agents	Rust	40960	https://agent-browser.dev	2026-01-11T05:38:15Z	2026-08-19T15:33:45Z	False		
musistudio/claude-code-router	claude-code-router	https://github.com/musistudio/claude-code-router	MIT	musistudio	User	One local control plane for every AI agent: route across models, fuse new capabilities, orchestrate tools, and stay fully in control.	TypeScript	36735	https://ccrdesk.top/	2025-02-25T02:17:18Z	2026-08-19T09:58:28Z	False		
gastownhall/beads	Beads	https://github.com/gastownhall/beads	MIT	gastownhall	Organization	Beads - A memory upgrade for your coding agent	Go	26459	https://beads.gascity.com	2025-10-12T03:09:46Z	2026-08-19T20:23:36Z	False	agents;claude-code;coding	
different-ai/openwork	OpenWork	https://github.com/different-ai/openwork	NOASSERTION	different-ai	Organization	The open-source alternative to Claude Cowork (powered by opencode)	TypeScript	22705	https://openworklabs.com	2026-01-14T01:39:31Z	2026-08-19T23:30:00Z	False		
alibaba/open-code-review	OpenCodeReview	https://github.com/alibaba/open-code-review	Apache-2.0	alibaba	Organization	Fast, efficient, battle-tested at Alibaba's scale. Hybrid architecture code review tool: deterministic pipelines + LLM Agent, precise line-level comments, built-in multi-language ruleset (NPE, thread-safety, XSS, SQL injection), OpenAI & Anthropic compatible.	Go	20868	https://open-codereview.ai	2026-05-18T02:16:36Z	2026-08-19T13:51:38Z	False	agent;agent-skills;code-review;code-review-assistant;harness;repository-level-context	
langchain-ai/openwiki	OpenWiki	https://github.com/langchain-ai/openwiki	MIT	langchain-ai	Organization	OpenWiki is a CLI that writes and maintains agent documentation for your codebase.	TypeScript	15364		2026-06-22T23:48:26Z	2026-08-20T00:50:24Z	False		
lidge-jun/opencodex	OpenCodex	https://github.com/lidge-jun/opencodex	MIT	lidge-jun	User	Universal provider proxy for OpenAI Codex & Claude Code — use any LLM (Claude, Gemini, Grok, DeepSeek, Ollama…) with Codex CLI, App, SDK, and Claude Code	TypeScript	11304	https://opencodex.me/	2026-06-18T23:03:18Z	2026-08-20T00:51:12Z	False	ai-gateway;ai-tools;anthropic;chatgpt;claude;claude-code;codex;codex-cli;deepseek;developer-tools;gemini;grok;kiro;llm;llm-proxy;ollama;openai;openrouter;proxy;typescript	
openai/codex-security	Codex Security	https://github.com/openai/codex-security	Apache-2.0	openai	Organization	OpenAI's Codex Security CLI and TypeScript SDK for finding, validating, and fixing security vulnerabilities. npm: https://www.npmjs.com/package/@openai/codex-security	TypeScript	9980	https://developers.openai.com/codex/security	2026-07-13T22:00:13Z	2026-08-20T00:16:08Z	False	ai-security;application-security;cli;code-scanning;codex;codex-security;cybersecurity;devsecops;nodejs;npm;openai;sdk;security;typescript;vulnerability-scanning	
jo-inc/camofox-browser	Camofox Browser	https://github.com/jo-inc/camofox-browser	MIT	jo-inc	Organization	Stealth headless browser for AI agents — bypass Cloudflare, bot detection, and anti-scraping. Drop-in Puppeteer/Playwright replacement.	JavaScript	8715	https://github.com/jo-inc/camofox-browser#readme	2026-01-26T07:31:13Z	2026-08-19T20:30:53Z	False	ai-agent;anti-bot;antidetect-browser;automation;bot-detection;browser-automation;cloudflare-bypass;headless-browser;javascript;nodejs;playwright;puppeteer;scraping;stealth-browser;web-scraping	
vercel-labs/deepsec	deepsec	https://github.com/vercel-labs/deepsec	Apache-2.0	vercel-labs	Organization	Deepsec is a security harness for finding vulnerabilities in your codebase powered by coding agents	TypeScript	7757	https://deepsec.sh/	2026-04-30T16:16:11Z	2026-08-18T14:26:14Z	False		
github/gh-aw	GitHub Agentic Workflows	https://github.com/github/gh-aw	MIT	github	Organization	GitHub Agentic Workflows	Go	4961	https://gh.io/gh-aw	2025-08-12T17:40:41Z	2026-08-20T01:02:05Z	False	actions;cai;ci;claude-code;codex;copilot;gh-extension;github-actions	
nowork-studio/toprank	toprank	https://github.com/nowork-studio/toprank	MIT	nowork-studio	Organization	Open-source SEO, GEO, and marketing skills for AI agents.	TypeScript	3376	https://notfair.co/	2026-03-27T06:39:58Z	2026-08-14T06:48:07Z	False	agents;claude-code-plugin;claude-skills;geo;googleads;googleadsmcp;mcp;metaads;seo	
pchalasani/claude-code-tools	Claude Code Tools	https://github.com/pchalasani/claude-code-tools	MIT	pchalasani	User	Practical productivity tools for Claude Code, Codex-CLI, and similar CLI coding agents.	Python	1979		2025-07-30T20:10:38Z	2026-08-19T13:46:42Z	False	claude-code;cli;cli-agent;code-agent;codex;codex-cli;context;llm;tmux	
google/ax	Agent Executor (AX)	https://github.com/google/ax	Apache-2.0	google	Organization	An open source distributed agent runtime	Go	1960	https://agentexecutor.io	2026-03-30T17:55:01Z	2026-08-13T18:52:36Z	False		
alexgreensh/token-optimizer	token-optimizer	https://github.com/alexgreensh/token-optimizer	NOASSERTION	alexgreensh	User	Find the ghost tokens. Fix them. Survive compaction. Avoid context quality decay. 	Python	1928		2026-02-26T17:29:10Z	2026-08-19T18:57:28Z	False	agentskills;claude-code;claude-code-skill;claude-plugin;context-engineering;context-window;ghost-tokens;token-optimization;token-optimizer;token-usage	
Tencent/BrowserSkill	BrowserSkill	https://github.com/Tencent/BrowserSkill	MIT	Tencent	Organization	Let AI agents use your real, logged-in browser without interrupting your work. CLI + extension for browser automation across any shell-capable AI agent.	TypeScript	1182		2026-06-22T07:24:40Z	2026-08-19T11:56:10Z	False	agent;browser-use;dsh-plugin	
perplexityai/numbat	numbat	https://github.com/perplexityai/numbat	Apache-2.0	perplexityai	Organization	Visibility into AI agent activity on endpoints, with on-device detection, optional pre-action blocking, and forensic reconstruction.	Go	939		2026-07-24T06:07:59Z	2026-08-17T20:53:51Z	False	agent-security;ai-agent-security;ai-agents	
vostride/agent-qa	agent-qa	https://github.com/vostride/agent-qa	NOASSERTION	vostride	Organization	Open-source self-improving QA agent for software teams. A test harness with memory. Write tests in natural language for web and mobile. agent-qa learns from every run, adapts to UI changes, and catches regressions before you ship.	TypeScript	953	https://vostride.com	2026-05-07T20:17:57Z	2026-08-03T18:44:59Z	False	ai-agents;ai-testing;anthropic;autonomous-agents;browser-automation;chatgpt;claude-code;clawdbot;codex;developer-tools;dsh-plugin;end-to-end-testing;frontend;mcp;mcp-server;mcp-tools;model-context-protocol;openai;playwright;qa-automation	
samvallad33/vestige	Vestige	https://github.com/samvallad33/vestige	AGPL-3.0	samvallad33	User	Vestige gives AI agents sharp memory: a local-first Rust MCP server that reaches backward through time to find the quiet change, decision, or service that caused today’s failure, not the lookalike.	Rust	607	https://github.com/samvallad33/vestige	2026-01-25T07:31:09Z	2026-08-19T23:14:12Z	False	ai-memory;claude;cognitive-science;cursor;embeddings;fsrs;local-first;long-term-memory;mcp;mcp-server;neuroscience;onnx;rust;security;spaced-repetition;sqlite;sveltekit;threejs;vscode;webgpu	
eunomia-bpf/AgentSight	AgentSight	https://github.com/eunomia-bpf/AgentSight	MIT	eunomia-bpf	Organization	lightweight system-level observability for AI Agents	C	593	https://eunomia.dev/agentsight/	2025-07-07T21:16:41Z	2026-08-18T17:09:14Z	False	agent;ebpf;llm;observability	
hashgraph-online/hol-guard	HOL Guard	https://github.com/hashgraph-online/hol-guard	Apache-2.0	hashgraph-online	Organization	Open-source antivirus for AI agents: block risky tools, secret access, prompt injection, malicious packages, MCP servers, plugins, and skills at runtime.	Python	454	https://hol.org/guard	2026-03-28T19:02:15Z	2026-08-19T23:14:30Z	False	agent-security;ai-agent-security;ai-agents;ai-antivirus;ai-security;claude-code;codex;cursor;devsecops;dsh-plugin;gemini-cli;mcp;mcp-security;openclaw;opencode;prompt-injection;runtime-security;secrets-detection;security;supply-chain-security	
coast-guard/coasts	Coasts	https://github.com/coast-guard/coasts	MIT	coast-guard	Organization	Localhost service isolation and orchestration for git worktrees.	Rust	422	https://coasts.dev	2026-02-28T13:59:30Z	2026-04-28T05:28:33Z	False	infrastructure;localhost;parallel-programming	
zippoxer/subtask	subtask	https://github.com/zippoxer/subtask	MIT	zippoxer	User	Claude Skill to do your tasks with subagents in Git worktrees	Go	339		2026-01-11T11:17:02Z	2026-04-27T21:03:04Z	False	claude;claude-code;codex;codex-cli	
kiliczsh/claude-cmd	claude-cmd	https://github.com/kiliczsh/claude-cmd	MIT	kiliczsh	User	Claude Code Commands Manager	TypeScript	312	http://claudecmd.com/	2025-07-15T06:06:15Z	2026-03-13T14:03:40Z	False	claude;claude-code;commands	
finch-xu/cc-router	cc-router	https://github.com/finch-xu/cc-router	MIT	finch-xu	User	本地运行的大模型聚合网关，GUI桌面端app，零代码部署，把Coding Plan、大模型 API 额度聚合成一个虚拟 Plan，一键接入 Claude Code、Claude Desktop App、OpenClaw、OpenCode 等工具。Bundle your scattered Token Plan, Coding Plan, and LLM API quotas into a single virtual Plan, and plug it into Claude Code, Claude Desktop App, OpenClaw, OpenCode, and more.	Rust	221	https://ccrouter.app	2026-04-24T04:23:25Z	2026-08-16T13:23:01Z	False	agentic-ai;anthropic;cc-switch;claude-code;coding-plan;deepseek;gateway;glm5;minimax;openrouter;qwen;token-plan;xiaomi-mimo	
alexgreensh/repo-forensics	repo-forensics	https://github.com/alexgreensh/repo-forensics	NOASSERTION	alexgreensh	User	Offline security scanner for AI-agent repos, skills, plugins, and MCP servers.	Python	157		2026-02-27T19:49:15Z	2026-08-17T20:59:33Z	False	agent-security;agent-skill;agent-skills;ai-agent-security;claude-code;claude-skills;codex;developer-tools;forensics;mcp-security;openclaw-skills;plugins;security;security-audit;security-scanner;security-tools;static-analysis;supply-chain-security	
luoyuctl/agenttrace	agenttrace	https://github.com/luoyuctl/agenttrace	MIT	luoyuctl	User	Local-first Rust TUI/CLI for auditing AI coding-agent sessions: cost, tokens, latency, failures, and health｜本地优先 Rust TUI/CLI，审计 AI 编程 Agent 会话的成本、Token、延迟、失败与健康度	Rust	121	https://github.com/luoyuctl/agenttrace	2026-05-01T04:29:32Z	2026-08-17T01:11:50Z	False	ai-agent-observability;ai-agents;ai-cost-tracking;claude-code;codex-cli;coding-agent;cursor;gemini-cli;opencode;qwen-code;rust;rust-cli;session-history;token-usage;tui	
harnessworks/harness-starter-kit	Harness Starter Kit	https://github.com/harnessworks/harness-starter-kit	MIT	harnessworks	Organization	🐴 Prompt-first harness engineering for safer AI coding agent workflows.	Python	111	https://harnessworks.github.io/harness-starter-kit/	2026-05-26T03:52:30Z	2026-06-18T11:35:21Z	False	ai-agents;coding-agents;developer-tools;documentation;harness-engineering;prompt-engineering;software-engineering	
blackwell-systems/agent-lsp	agent-lsp	https://github.com/blackwell-systems/agent-lsp	MIT	blackwell-systems	User	MCP server that orchestrates language servers into agent-native workflows. 65 tools, 30 CI-verified languages.	Go	108	http://www.agent-lsp.com/	2026-04-06T16:38:40Z	2026-08-19T12:50:12Z	False	agentskills;ai-agents;ai-tooling;claude;claude-code;code-intelligence;code-quality;coding-agent;developer-tools;go;language-server-protocol;lsp;mcp;mcp-server;model-context-protocol;python;rust;static-analysis;typescript	
Necmttn/ax	ax	https://github.com/Necmttn/ax	AGPL-3.0	Necmttn	User	the agent experience layer · observability + memory for AI coding agents (Claude Code + Codex) · local-first, typed, yours	TypeScript	95		2026-05-08T07:34:30Z	2026-08-19T17:35:44Z	False	agent-memory;agent-observability;ai-agents;bun;claude-code;codex;developer-tools;effect-ts;evidence-graph;llm-observability;surrealdb;typescript	
Ducksss/codex-profiles	codex-profiles	https://github.com/Ducksss/codex-profiles	MIT	Ducksss	User	Named CODEX_HOME profiles and ChatGPT Desktop windows with separate local state, without copying tokens	Shell	96	https://ducksss.github.io/codex-profiles/	2026-04-25T06:39:30Z	2026-08-09T17:49:22Z	False	account-switcher;ai-tools;automation;bash;chatgpt;chatgpt-desktop;cli;codex;codex-cli;codex-desktop;codex-home;codex-profiles;developer-tools;linux;macos;openai;openai-codex;productivity;shell-script;vibe-coding	
tristan666666/agent-island	Agent Island	https://github.com/tristan666666/agent-island												gh: Not Found (HTTP 404)
dazuiba/handoff	handoff	https://github.com/dazuiba/handoff	None	dazuiba	User	Delegate tasks to DeepSeek right inside your Claude Code / Codex sessions.	Python	85		2026-06-05T16:44:18Z	2026-08-02T05:22:56Z	False	agent-handoffs;agent-orchestration;claude-cli;claude-code;claude-skills;codex;codex-skill;coding-agent;deepseek;orchestrators	
agentrhq/authsome	authsome	https://github.com/agentrhq/authsome	MIT	agentrhq	Organization	Credential gateway for AI agents. Log in once via Oauth2 or API Key. Every agent stays authenticated — headless, no SaaS, agents never see your credentials.	Python	82	https://authsome.ai/docs	2026-04-16T11:55:49Z	2026-07-24T23:13:46Z	False	agent-identity;agent-security;ai-agents;api-keys;authentication;claude-code;cli;credential-manager;developer-tools;headless;hermes-agent;llm;local-first;mcp;oauth2;openclaw;python;secrets-management;security-tools;vault	
sametcelikbicak/rolecraft	RoleCraft	https://github.com/sametcelikbicak/rolecraft	MIT	rolecraft-sh	Organization	The security-first skill manager for AI agents — every install runs a security scan. Manage skills & MCP servers across 86+ agents. Zero-dependency CLI.	JavaScript	75	https://rolecraft-sh.github.io/rolecraft/	2026-06-12T15:31:13Z	2026-08-19T14:30:25Z	False	agent;agent-skills;ai;ai-agents;claude-code;cli;cursor;developer-tools;devtools;mcp;mcp-server;model-context-protocol;nodejs;opencode;prompt-management;skill;skill-installer;skill-manager;skills;zero-dependency	
jo-inc/pi-mem	pi-mem	https://github.com/jo-inc/pi-mem	MIT	jo-inc	Organization	Plain-Markdown persistent memory for AI coding agents. Long-term facts, daily logs, scratchpad, and semantic search — works with pi, Claude Code, and any LLM agent.	TypeScript	73	https://www.npmjs.com/package/@jo-inc/pi-mem	2026-02-11T23:24:18Z	2026-07-21T17:26:10Z	False	agent-memory;ai-agent;coding-agent;context-management;llm;markdown;memory;pi-coding-agent;typescript	
agenttier/agenttier	AgentTier	https://github.com/agenttier/agenttier	Apache-2.0	agenttier	Organization	Kubernetes-native sandbox platform to run AI agents, coding assistants and harnesses.	Go	72		2026-05-09T04:33:25Z	2026-08-19T04:37:17Z	False	ai-agents;coding-agent;harness	
basilisk-labs/agentplane	AgentPlane	https://github.com/basilisk-labs/agentplane	MIT	basilisk-labs	Organization	🛩️ Git-native workflow control for coding agents: approved plans, verification, and reviewable evidence for Claude Code, Codex, Cursor, and Aider.	TypeScript	73	https://agentplane.org	2026-01-27T08:03:43Z	2026-08-19T13:03:01Z	False	agent-change-record;agentic-coding;agentplane;ai-agents;ai-code-review;aider;audit-trail;claude-code;cli;codex;coding-agents;cursor;developer-tools;git-workflow;governance;local-first;typescript;verification;workflow-automation	
littlebearapps/untether	Untether	https://github.com/littlebearapps/untether	MIT	littlebearapps	Organization	Code from anywhere — Telegram bridge for AI coding agents (Claude Code, Codex, OpenCode, Pi, Gemini CLI, Amp). Stream progress, approve actions, and send tasks by voice from your phone.	Python	64	https://untether.cc	2026-02-07T09:17:30Z	2026-08-17T21:49:15Z	False	ai-agents;claude-code;cli;cli-tools;codex;codex-cli;coding-assistant;developer-tools;gemini-cli;opencode;pi;python;remote-control;remote-development;telegram;telegram-bot	
stacklok/brood-box	brood-box	https://github.com/stacklok/brood-box	Apache-2.0	stacklok	Organization	CLI tool for running coding agents inside hardware-isolated microVMs	Go	58		2026-02-13T18:25:11Z	2026-08-19T22:45:49Z	False	ai-agents;claude-code;codex;developer-tools;microvm;sandbox;security	
numtide/claudebox	claudebox	https://github.com/numtide/claudebox	None	numtide	Organization	responsible Claude Code YOLO	JavaScript	54		2025-12-21T19:05:10Z	2026-01-24T21:29:00Z	False	buildbot-numtide	
0xmariowu/AgentLint	AgentLint	https://github.com/0xmariowu/AgentLint	MIT	0xmariowu	User	The linter for your agent harness. Works with Claude Code, Codex, and Cursor.	Shell	53	https://agentlint.app	2026-04-02T16:18:15Z	2026-07-24T15:54:22Z	False	agent-friendly;agents-md;ai-agent;ai-coding;ai-coding-agent;ai-ready;claude-code;claude-code-plugin;claude-md;code-quality;codex;context-engineering;cursor;developer-tools;github-copilot;harness-engineering;linter;llm-tools;prompt-engineering;repository-intelligence	
thousandflowers/skillreaper	skillreaper	https://github.com/thousandflowers/skillreaper	MIT	thousandflowers	User	Cut context bloat in your AI-agent stack: find and safely prune unused skills, MCP servers and subagents from real transcript evidence	Go	49		2026-06-10T09:51:02Z	2026-08-19T00:46:38Z	False	agent-skills;ai-agents;anthropic;claude-code;claude-code-plugin;cli;codex;context-engineering;context-window;cursor;developer-tools;devtools;golang;llm;mcp;skills;subagents;token-optimization	
amaar-mc/wit	Wit	https://github.com/amaar-mc/wit	MIT	amaar-mc	User	Agent coordination protocol — declare intents, lock symbols, detect conflicts before code is written	TypeScript	46		2026-03-26T07:58:44Z	2026-03-27T01:46:02Z	False	agents;ai;bun;claude-code;coordination;developer-tools;merge-conflicts;tree-sitter;typescript	
jo-inc/pi-reflect	pi-reflect	https://github.com/jo-inc/pi-reflect	MIT	jo-inc	Organization	Self-improving behavioral files for AI coding agents. Analyzes session transcripts for correction patterns and makes surgical edits to prevent recurrence.	TypeScript	43	https://www.npmjs.com/package/@jo-inc/pi-reflect	2026-02-13T20:54:26Z	2026-07-21T17:26:10Z	False	agent-reflection;ai-agent;behavioral-analysis;coding-agent;llm;pi-coding-agent;self-improvement;typescript	
codeprakhar25/agentdiff	AgentDiff	https://github.com/codeprakhar25/agentdiff	Apache-2.0	codeprakhar25	User	Git-native AI code provenance: records which AI agent wrote which line, signs each attribution with ed25519, stores it in your git history. Cross-agent (Claude Code, Cursor, Copilot, Codex, Windsurf, OpenCode, Gemini).	Rust	43	https://getagentdiff.com	2026-03-27T10:21:33Z	2026-06-08T05:48:05Z	False	ai-code;ai-code-attribution;ai-code-provenance;ai-governance;aibom;attribution;claude-code;code-provenance;copilot;cursor;developer-tools;devsecops;ed25519;git;line-level-provenance;provenance;sbom;slsa	
fw-ai/fireconnect	FireConnect	https://github.com/fw-ai/fireconnect	Apache-2.0	fw-ai	Organization	CLI to use Fireworks AI models in Claude Code, Codex, OpenCode, Pi, and other coding agents.	JavaScript	45	https://docs.fireworks.ai/ecosystem/fireconnect/overview	2026-06-12T20:06:50Z	2026-08-18T14:06:51Z	False		
launsion-boop/EchoCoding	EchoCoding	https://github.com/launsion-boop/EchoCoding	MIT	launsion-boop	User	Make your AI coding agent talk, listen, and feel alive.	TypeScript	28		2026-04-14T05:47:31Z	2026-05-11T11:40:24Z	False	agent;vibe-coding	
vishal2612200/agentpack	AgentPack	https://github.com/vishal2612200/agentpack	AGPL-3.0	vishal2612200	User	Local context engine for AI coding agents. Routes tasks to relevant files, tests, rules, and skills, supports prompt caching, and builds compact context packs for Claude Code, Codex, Cursor, MCP, and more.	Python	24	https://vishal2612200.github.io/agentpack/	2026-04-28T17:43:49Z	2026-08-19T09:20:50Z	False	ai-coding-agent;claude-code;cli;code-analysis;code-analysis-tool;codex;context-engine;cursor;developer-tools;developer-tools-productivity;first-timers-only;good-first-issue;help-wanted;mcp;prompt-engineering;prompt-engineering-tool;python;windsurf	
maxkle1nz/m1nd	m1nd	https://github.com/maxkle1nz/m1nd	MIT	maxkle1nz	User	m1nd is a local-first context runtime for coding agents: an evidence-bound, continuously verified model of your code, memory, and change.	Rust	22	https://m1nd.world	2026-03-12T15:11:14Z	2026-08-15T05:05:10Z	False	ai-agents;claude;code-graph;code-intelligence;coding-agent;developer-tools;local-first;mcp;mcp-server;model-context-protocol;neuro-symbolic;rust	
knaisoma/data-olympus	Data Olympus	https://github.com/knaisoma/data-olympus	Apache-2.0	knaisoma	Organization	Governance-grade, OKF-compatible knowledge-base format with a single-writer MCP server and CLI. Pre-release.	Python	22		2026-06-24T12:56:23Z	2026-08-12T04:29:30Z	False	ai-agents;knowledge-base;knowledge-management;markdown;mcp;model-context-protocol;okf	
KnoxOps/agent-runbook	agent-runbook	https://github.com/KnoxOps/agent-runbook	Apache-2.0	KnoxOps	Organization	Contract-based multi-agent skill framework for Claude Code & Codex — compile YAML runbooks into SKILL.md with loop, parallel, and checkpoint support.	Python	17		2026-06-12T10:19:20Z	2026-07-15T08:37:36Z	False	agent;claude-code;codex;loop-engineering;multi-agent;skill	
mbenhard/unship	Unship	https://github.com/mbenhard/unship	MIT	mbenhard	User	Tiny local DOM picker for temporary agent-authored UI variants.	JavaScript	17	https://unship.dev	2026-06-04T15:25:00Z	2026-06-07T18:23:37Z	False	ai-agents;claude-code;cli;codex;cursor;design-tools;developer-tools;local-first;prototyping;ui	
hjqcan/GoodMemory	GoodMemory	https://github.com/hjqcan/GoodMemory	MIT	hjqcan	User	Local-first, auditable memory layer for AI apps and coding agents — Codex, Claude Code, MCP, HTTP, TypeScript, and Python.	TypeScript	16	https://www.npmjs.com/package/goodmemory	2026-03-23T16:18:00Z	2026-08-19T03:46:23Z	False	agent-memory;ai-agents;claude-code;codex;coding-agents;developer-tools;hooks;llm-memory;local-first;long-term-memory;mcp;mcp-server;memory;open-source;postgres;sqlite;typescript	
RavByte-AI/agent-memory-system	Agent Memory System	https://github.com/RavByte-AI/agent-memory-system	MIT	RavByte-AI	Organization	Generate and maintain AI-readable project memory, worklogs, and handoffs for any repository.	TypeScript	14	https://ravbyte-ai.github.io/agent-memory-system/	2026-05-06T23:30:49Z	2026-05-19T10:17:35Z	False	agent-memory;ai-agents;ai-engineering;ai-infrastructure;autonomous-agents;claude;llm;memory-system;multi-agent;openai;rag	
katspaugh/machine	machine	https://github.com/katspaugh/machine	MIT	katspaugh	User	One isolated Lima VM per GitHub project — sandboxed Claude Code/Codex, Docker, Node, signed git	Python	14	https://runmachine.dev	2026-05-13T15:41:44Z	2026-07-20T10:41:55Z	False	ai-agents;claude-code;developer-tools;lima;macos;sandbox;vm	
DimitriGeelen/agentic-engineering-framework	Agentic Engineering Framework	https://github.com/DimitriGeelen/agentic-engineering-framework	Apache-2.0	DimitriGeelen	User	Governance framework for AI coding agents — enforces task traceability, structural gates, session continuity, and audit trails for Claude Code, Cursor, and Copilot.	Shell	13		2026-03-03T20:57:30Z	2026-08-16T14:49:44Z	False	agentic-ai;ai-agents;ai-governance;audit-trail;claude-code;cli;coding-agents;copilot;cursor;developer-experience;developer-tools;devops;framework;governance;mcp;open-source;session-management;software-engineering;task-management;workflow-automation	
Zandereins/schliff	schliff	https://github.com/Zandereins/schliff	MIT	Zandereins	User	Deterministic quality scorer for AI agent instruction files — 8-dimension scoring with security, multi-format (SKILL.md, CLAUDE.md, .cursorrules, AGENTS.md), anti-gaming detection, zero dependencies	Python	14	https://pypi.org/project/schliff/	2026-03-19T18:50:02Z	2026-08-17T21:09:45Z	False	agents-md;ai-agents;autoresearch;claude;claude-code;cli;code-quality;cursorrules;deterministic;developer-tools;linter;multi-format;python;security-scoring	
neul-labs/grite	grite	https://github.com/neul-labs/grite	MIT	neul-labs	Organization	The issue tracker that lives in your repo. Built for AI agents. Works for humans.	Rust	14	https://grite.neullabs.com	2026-01-13T23:28:03Z	2026-07-02T11:47:07Z	False	agentic-ai;ai-agents;developer-tools;git;issue-tracker;neul-labs;rust;self-hosted;task-decomposition;version-control	
jasonkneen/agent-terminal	agent-terminal	https://github.com/jasonkneen/agent-terminal	None	jasonkneen	User	Automate terminals for agents	JavaScript	12		2026-01-13T13:46:52Z	2026-01-13T15:29:21Z	False		
