channel,name,maker,url,description
VS Code / Open VSX,MutyAgent – AI Agent,mutyai,https://open-vsx.org/extension/mutyai/mutyagent,"Proactive AI agent for writing, coding, research, and data analysis"
VS Code / Open VSX,MyFlicker,kuaishou,https://marketplace.visualstudio.com/items?itemName=kuaishou.kwaipilot,"Kuaishou intelligent coding tool with agent mode, code continuation, edit prediction"
VS Code / Open VSX,Nova Act,amazonwebservices,https://open-vsx.org/extension/amazonwebservices/amazon-nova-act-extension,"Generate, debug, and run web automation scripts with natural language"
VS Code / Open VSX,Nsight Copilot,NVIDIA,https://open-vsx.org/extension/NVIDIA/nsight-copilot,NVIDIA's accelerated computing programming assistant
VS Code / Open VSX,OpenChamber,FedaykinDev,https://open-vsx.org/extension/FedaykinDev/openchamber,AI coding assistant powered by OpenCode
VS Code / Open VSX,Orbital AI Coding Agent / AI Code Reviews,matterai,https://open-vsx.org/extension/matterai/axon-code,"AI coding agent for planning, building, fixing code with AI code review"
VS Code / Open VSX,Perplexity Pro AI Chat,Muzzafar Rather,https://marketplace.visualstudio.com/items?itemName=MuzzafarRather.perplexity-pro-ai-chat,Mimics Copilot Chat agent functionality using Perplexity Pro as backend
VS Code / Open VSX,Pi Coding Agent,pi0,https://marketplace.visualstudio.com/items?itemName=pi0.pi-vscode,VS Code extension for the pi coding agent
VS Code / Open VSX,Pieces for VS Code,Mesh Intelligent Technologies,https://marketplace.visualstudio.com/items?itemName=MeshIntelligentTechnologiesInc.pieces-vscode,On-device storage agent and AI coding assistant across the toolchain
VS Code / Open VSX,PixelPilot Copilot: FiveM AI Agent,PixelPilotAILabs,https://open-vsx.org/extension/PixelPilotAILabs/PixelPilot-copilot,AI agent for FiveM/GTA5 development writing production Lua and auto-fixing errors
VS Code / Open VSX,Ponicode,Ponicode,https://marketplace.visualstudio.com/items?itemName=ponicode.ponicode,AI-powered JavaScript unit test generation
VS Code / Open VSX,Preqorsor for VS Code,silimate,https://open-vsx.org/extension/silimate/preqorsor,Copilot for chip designers
VS Code / Open VSX,Privy,Privy,https://marketplace.visualstudio.com/items?itemName=privy.privy-vscode,"Local AI coding autocomplete, chat, test generation, bug finding"
VS Code / Open VSX,Qiskit Code Assistant (Beta),qiskit,https://marketplace.visualstudio.com/items?itemName=qiskit.qiskit-vscode,Generative AI assistant for writing and optimizing Qiskit quantum code
VS Code / Open VSX,Refact – Open-Source AI Agent,smallcloud,https://marketplace.visualstudio.com/items?itemName=smallcloud.codify,Open-source AI agent that autonomously handles engineering tasks end-to-end
VS Code / Open VSX,Rubberduck - ChatGPT for Visual Studio Code,Rubberduck AI,https://marketplace.visualstudio.com/items?itemName=Rubberduck.rubberduck-vscode,"Generate code, edit code, generate tests, find bugs, diagnose errors with ChatGPT"
VS Code / Open VSX,Safurai - AI Assistant,Safurai,https://marketplace.visualstudio.com/items?itemName=Safurai.Safurai,"AI assistant plugin for searching, changing, and improving code"
VS Code / Open VSX,Samurai Agent,SamuraiAgent,https://open-vsx.org/extension/SamuraiAgent/samurai-agent,Shows regression risk after AI code edits and reviews risky JS/TS changes
VS Code / Open VSX,SASVA - Generative and Deterministic AI Platform,Persistent,https://marketplace.visualstudio.com/items?itemName=Persistent.sasva,Persistent Systems generative AI software engineering platform
VS Code / Open VSX,Sixth AI Coding Assistant,Sixth,https://marketplace.visualstudio.com/items?itemName=Sixth.sixth-ai,"Lightweight AI coding platform with agent, copilot, debugger, code generation across many models"
VS Code / Open VSX,SRD CodeFree,China Telecom Research Institute,https://marketplace.visualstudio.com/items?itemName=srdcloud.srd-copilot-vscode,China Telecom AI programming assistant
VS Code / Open VSX,StackSpot AI,Stackspot AI,https://marketplace.visualstudio.com/items?itemName=StackspotAI.StackSpotAI,AI tool with code generation and chat capabilities
VS Code / Open VSX,Syntx Agentic Workforce,OrangecatAI,https://marketplace.visualstudio.com/items?itemName=OrangecatTechPvtLtd.syntx,Cursor-for-VSCode plus Cline/Roo features combined: AI peer programmer
VS Code / Open VSX,TestFox,TestFox,https://open-vsx.org/extension/TestFox/testfox,AI-powered comprehensive testing with 18+ test categories including security
VS Code / Open VSX,Trae AI Helper,trae,https://open-vsx.org/extension/trae/ai-ide,ByteDance Trae AI helper
VS Code / Open VSX,TraeCode: Coding Assistant,MarsCode,https://marketplace.visualstudio.com/items?itemName=MarsCode.marscode-extension,ByteDance Trae/MarsCode AI coding assistant
VS Code / Open VSX,Tunor AI,tunor-ai,https://open-vsx.org/extension/tunor-ai/tunor-ai,AI automation of Playwright tests
VS Code / Open VSX,twinny - AI Code Completion and Chat,rjmacarthy,https://open-vsx.org/extension/rjmacarthy/twinny,Locally hosted AI code completion and chat plugin
VS Code / Open VSX,UnodeAi — Multi-Model AI Team,unode,https://open-vsx.org/extension/unode/unodeai,Project manager delegates coding across role agents on different models with receipts
VS Code / Open VSX,Verdent for VS Code,verdentai,https://open-vsx.org/extension/verdentai/verdent,All-in-one coding agent orchestrating top-tier AI models; high SWE-bench Verified score
VS Code / Open VSX,Vibe Kanban,bloop,https://marketplace.visualstudio.com/items?itemName=bloop.vibe-kanban,Control your Vibe Kanban coding agents from within VS Code
VS Code / Open VSX,Volar,VolarTools,https://marketplace.visualstudio.com/items?itemName=VolarTools.volar-ai,"Plan, Review & Build with AI"
VS Code / Open VSX,VSCode Ollama,warm3snow,https://marketplace.visualstudio.com/items?itemName=warm3snow.vscode-ollama,Integrates Ollama local LLM capabilities into development workflow
VS Code / Open VSX,VSCode Reborn AI,chris-hayes,https://open-vsx.org/extension/chris-hayes/chatgpt-reborn,Code with AI in VSCode with your choice of model
VS Code / Open VSX,watsonx Code Assistant for Enterprise Java Applications,IBM,https://marketplace.visualstudio.com/items?itemName=IBM.wca-eja,Enterprise Java modernization with generative AI
VS Code / Open VSX,WAVE AI Code Review & Analysis,Developer Productivity,https://marketplace.visualstudio.com/items?itemName=devprod.vulnerability-extension,AI-powered code review and analysis inside VS Code
VS Code / Open VSX,Wingman-AI,WingMan,https://marketplace.visualstudio.com/items?itemName=WingMan.wing-man,"AI agentic coding assistant working with Anthropic, OpenAI, Azure and Ollama"
VS Code / Open VSX,WiseGPT (Coding Assistant by DhiWise),DhiWise,https://marketplace.visualstudio.com/items?itemName=dhiwisepvtltd.dhiwisecodesync,Analyzes your codebase to produce personalized production-ready code
VS Code / Open VSX,Zhanlu - AI Coding Assistant,湛卢,https://marketplace.visualstudio.com/items?itemName=ecloud.zhanlu,Chinese AI coding partner with automatic code generation
VS Code / Open VSX,Zode,youzan,https://open-vsx.org/extension/youzan/zode,Youzan's AI code agent
VS Code / Open VSX,Zoo Code,ZooCodeOrganization,https://open-vsx.org/extension/ZooCodeOrganization/zoo-code,A whole dev team of AI agents in your editor (Roo fork)
JetBrains marketplace,3TG TaaS,Coding Creed Technologies,https://plugins.jetbrains.com/plugin/30365-3tg-taas,Behavior-first AI test generation for TypeScript and React
JetBrains marketplace,Agent GUI,matsumo0922,https://plugins.jetbrains.com/plugin/30428-agent-gui,Native chat GUI for AI coding agents inside JetBrains
JetBrains marketplace,Agent Workbench,Vladimir Krivosheev,https://plugins.jetbrains.com/plugin/30926-agent-workbench,Renamed to AIR; agent workbench for running AI coding agents in JetBrains
JetBrains marketplace,AgentellIJ,AgentelliJ,https://plugins.jetbrains.com/plugin/31082-agentellij,Hosts terminal-based AI coding agents in IntelliJ
JetBrains marketplace,AgentHub,AgentHub,https://plugins.jetbrains.com/plugin/32310-agenthub,Toolbar button launching any popular CLI coding agent
JetBrains marketplace,AgentPort,AgentPort,https://plugins.jetbrains.com/plugin/30472-agentport,Universal ACP client connecting any Agent Client Protocol agent to JetBrains
JetBrains marketplace,AI Agent CLI Bridge,Hannos,https://plugins.jetbrains.com/plugin/31364-ai-agent-cli-bridge,Launch preconfigured AI terminal sessions with IDE context
JetBrains marketplace,AI Assistant Providers / Sessions,Daniel Espendiller,https://plugins.jetbrains.com/plugin/29900-ai-assistant-providers--sessions,Configure multiple AI providers inside JetBrains AI Assistant
JetBrains marketplace,AI Code Review,Yonatha Almeida,https://plugins.jetbrains.com/plugin/21106-ai-code-review,"Code reviews using ChatGPT, Bard, and other AI"
JetBrains marketplace,AI Code Reviewer,AI Code Reviewer,https://plugins.jetbrains.com/plugin/31071-ai-code-reviewer,AI-powered code review and refactoring
JetBrains marketplace,AI Code Reviews,lyreruin,https://plugins.jetbrains.com/plugin/31312-ai-code-reviews,Reviews selected commit changes pre-commit
JetBrains marketplace,AI Coding Assistant,Andrew Charneski,https://plugins.jetbrains.com/plugin/20724-ai-coding-assistant,Open-source IntelliJ AI coding assistant with code generation tools
JetBrains marketplace,AI Dev MCP,Kush Patel,https://plugins.jetbrains.com/plugin/31053-ai-dev-mcp,Self-hosted AI coding agent running Qwen2.5-Coder locally
JetBrains marketplace,AI Free Chat & Agent,Staks-sor,https://plugins.jetbrains.com/plugin/33364-ai-free-chat--agent,"DeepSeek, Qwen, ChatGPT chats and coding agents in PyCharm"
JetBrains marketplace,AI Git Code Review,mahairong,https://plugins.jetbrains.com/plugin/28479-ai-git-code-review,AI-powered code review of Git merge requests
JetBrains marketplace,AI Lingshi,AI灵侍,https://plugins.jetbrains.com/plugin/32539-ai-lingshi,Chinese AI coding assistant connecting to local or Zhipu cloud models
JetBrains marketplace,AI Predictive Coding,aicodes,https://plugins.jetbrains.com/plugin/9203-ai-predictive-coding,AI autocomplete ranking and comment-to-code inference
JetBrains marketplace,AI Review,SmartToolboxOrg,https://plugins.jetbrains.com/plugin/30378-ai-review,GitHub PR-style code reviews in-IDE powered by Claude Code CLI
JetBrains marketplace,AI Tests By Mavka,Clear Solutions,https://plugins.jetbrains.com/plugin/27702-ai-tests-by-mavka,AI-powered unit test generation
JetBrains marketplace,AI Wrench Agent,JetBrains s.r.o.,https://plugins.jetbrains.com/plugin/28185-ai-wrench-agent,JetBrains integration providing AI Wrench agent functionality
JetBrains marketplace,AICodeTransformer,sualpha,https://plugins.jetbrains.com/plugin/28570-aicodetransformer,Trigger custom AI instructions via shortcuts
JetBrains marketplace,AICR,aicr,https://plugins.jetbrains.com/plugin/32905-aicr,Automated AI code review system with knowledge base
JetBrains marketplace,AIVory Genie,"AIVory, Inc.",https://plugins.jetbrains.com/plugin/32420-aivory-genie,Bring-your-own AI coding agent with edit-to-prompt tracing
JetBrains marketplace,AlignAI,AlignAI,https://plugins.jetbrains.com/plugin/31709-alignai,AI code review driven by rules from CLAUDE.md/AGENTS.md
JetBrains marketplace,Auto Git CR,KanDaWa,https://plugins.jetbrains.com/plugin/29692-auto-git-cr,Automatic AI code review after git commit
JetBrains marketplace,AxxCodeIDX,devopts,https://plugins.jetbrains.com/plugin/23016-axxcodeidx,AI coding assistant with real-time completion and chat
JetBrains marketplace,Azure Coding,小白菜,https://plugins.jetbrains.com/plugin/22194-azure-coding,"Use Azure OpenAI to write, interpret, and optimize code"
JetBrains marketplace,Azure DevOps AI Reviewer,thegeeky,https://plugins.jetbrains.com/plugin/32239-azure-devops-ai-reviewer,AI code review for Azure DevOps PRs in Rider
JetBrains marketplace,betool - AI Code Assistant,beTool IA,https://plugins.jetbrains.com/plugin/31225-betool--ai-code-assistant,Bridges AI coding assistants with the IDE via a local server
JetBrains marketplace,By AI Code Review,ByAICodeReview,https://plugins.jetbrains.com/plugin/25869-by-ai-code-review,LLM-based code review assistant (Chinese vendor)
JetBrains marketplace,CalEx-JavaAI : AI Coding Assistant,feisuanyz,https://plugins.jetbrains.com/plugin/26766-calex-javaai--ai-coding-assistant,Chinese agentic coding platform for Java
JetBrains marketplace,Celebrimbot,GiacomoSaccaggi,https://plugins.jetbrains.com/plugin/32055-celebrimbot,"Full multi-agent AI system that reads, writes, executes"
JetBrains marketplace,Ceres AI Coding Assistant with Voice,Andreas Express,https://plugins.jetbrains.com/plugin/32670-ceres-ai-coding-assistant-with-voice,Coding help with voice input and code review
JetBrains marketplace,ChainlessChain IDE Bridge,chainlesschain,https://plugins.jetbrains.com/plugin/32208-chainlesschain-ide-bridge,Brings the ChainlessChain cc agent CLI into JetBrains as a side-panel coding agent
JetBrains marketplace,ChatCode - Chinaunicom AI Coding Assistant,ChatCode,https://plugins.jetbrains.com/plugin/26237-chatcode--chinaunicom-ai-coding-assistant,China Unicom Yuanjing intelligent R&D assistance tool
JetBrains marketplace,ChatGPT-Plus,yuxin,https://plugins.jetbrains.com/plugin/21230-chatgpt-plus,Chinese AI assistant plugin; ask AI to help write code in the IDE
JetBrains marketplace,Claude Review,kmfink,https://plugins.jetbrains.com/plugin/30307-claude-review,Runs Claude Code on unstaged git diffs on save
JetBrains marketplace,Claude Subscription ACP Agent,Vanssa,https://plugins.jetbrains.com/plugin/33150-claude-subscription-acp-agent,Adds a Claude Subscription agent to JetBrains AI chat
JetBrains marketplace,Claude/Codex Sub Autocomplete,Kristjan Koemets,https://plugins.jetbrains.com/plugin/33230-claude-codex-sub-autocomplete,Native IntelliJ autocomplete using Claude Code or Codex subscriptions
JetBrains marketplace,ClaudeMind,Clinde,https://plugins.jetbrains.com/plugin/25082-claudemind,Claude-powered AI coding assistant in JetBrains workflow
JetBrains marketplace,CLI Agent Dock,Rwcoder,https://plugins.jetbrains.com/plugin/32765-cli-agent-dock,Dedicated tool window bringing CLI coding agents into JetBrains
JetBrains marketplace,codayinid,ptitcoutu,https://plugins.jetbrains.com/plugin/25806-codayinid,Integration of the Coday AI agent orchestrator in IntelliJ
JetBrains marketplace,Code Assistant,vyibc ai,https://plugins.jetbrains.com/plugin/28486-code-assistant,"AI code translation, explanation, and chat via multiple providers"
JetBrains marketplace,Code Review Helper 1.1.0,Rohit Phutane,https://plugins.jetbrains.com/plugin/27318-code-review-helper-1-1-0,Lightweight AI code reviewer for Java files during commit
JetBrains marketplace,CodeAntAI,CodeAnt AI,https://plugins.jetbrains.com/plugin/23405-codeantai,Automated AI code reviewer catching bugs at commit time
JetBrains marketplace,CodeFlux,CodeFlux,https://plugins.jetbrains.com/plugin/26937-codeflux,Open-source AI coding assistant; connect any model
JetBrains marketplace,CodeMaker AI,CodeMaker AI Inc.,https://plugins.jetbrains.com/plugin/21445-codemaker-ai,"Tools and automation for writing, testing, documenting code with AI"
JetBrains marketplace,CodeSense AI,chenp,https://plugins.jetbrains.com/plugin/31277-codesense-ai,LLM-powered intelligent code assistant (Chinese)
JetBrains marketplace,CodeSetu,CodeSetu,https://plugins.jetbrains.com/plugin/31900-codesetu,Open-source multi-provider Copilot/Cursor alternative (India)
JetBrains marketplace,Coding By DeepSeek Or ChatGPT Or OtherAI,jiangze,https://plugins.jetbrains.com/plugin/27594-coding-by-deepseek-or-chatgpt-or-otherai,IDE-based AI coding assistant covering five workflows
JetBrains marketplace,Converse,2 Small Cats LLC,https://plugins.jetbrains.com/plugin/31796-converse,Multiple AI agent sessions side-by-side
JetBrains marketplace,Copilot Agent,JetBrains s.r.o.,https://plugins.jetbrains.com/plugin/32938-copilot-agent,JetBrains integration providing GitHub Copilot agent functionality
JetBrains marketplace,CPS Agent,Steffen Schubert,https://plugins.jetbrains.com/plugin/25434-cps-agent,Conversational LLM-based agent for programming tasks
JetBrains marketplace,CrickCoder AI IDE,CrickCoder,https://plugins.jetbrains.com/plugin/31468-crickcoder-ai-ide,Fully autonomous coding assistant for JetBrains
JetBrains marketplace,CurdoAI,CurdoAI,https://plugins.jetbrains.com/plugin/33311-curdoai,"AI coding assistant (蝌蚪AI, Chinese)"
JetBrains marketplace,CybeDefend,CybeDefend,https://plugins.jetbrains.com/plugin/27580-cybedefend,AI-powered coding agent and security scanner
JetBrains marketplace,Cyclops,Joseph Ferrara,https://plugins.jetbrains.com/plugin/31917-cyclops,AI coding agent orchestration: dispatch agents to implement issues
JetBrains marketplace,DD Code GUI,ddcode,https://plugins.jetbrains.com/plugin/32827-dd-code-gui,"AI coding assistant supporting Claude Agent SDK, Codex SDK, DeepSeek"
JetBrains marketplace,DeepSeek Code Assistant,Lingxi,https://plugins.jetbrains.com/plugin/29569-deepseek-code-assistant,DeepSeek-API-powered code modification tool
JetBrains marketplace,DeepSeek Harness WebUI,0139,https://plugins.jetbrains.com/plugin/33556-deepseek-harness-webui,Docks the DeepSeek Harness agent web UI into an IDE tool window
JetBrains marketplace,Dev Agent (小D同学),DEDE-cn F,https://plugins.jetbrains.com/plugin/29207---d---,Dev Agent is an AI-powered intelligent development assistant plugin for IntelliJ Platform
JetBrains marketplace,DevoxxGenie,Devoxx,https://plugins.jetbrains.com/plugin/24169-devoxxgenie,Open-source AI coding assistant supporting local and cloud LLMs
JetBrains marketplace,Diffzu,Diffzu,https://plugins.jetbrains.com/plugin/32964-diffzu,Reviews large AI-generated diffs by grouping into change-sets
JetBrains marketplace,EasyAgent,hyqf98,https://plugins.jetbrains.com/plugin/31751-easyagent,"Aggregates Claude Code, OpenCode, and Codex CLI into one IDE experience"
JetBrains marketplace,EggShell,Best Practice,https://plugins.jetbrains.com/plugin/31171-eggshell,Embeds terminal sessions dedicated to AI CLI coding agents
JetBrains marketplace,ETRX Code Reviewer,Chiny Chiu,https://plugins.jetbrains.com/plugin/28439-etrx-code-reviewer,AI code review with customizable prompts
JetBrains marketplace,Explyt AI Agent,Explicit Insights LLC,https://plugins.jetbrains.com/plugin/27979-explyt-ai-agent,IDE-native AI agent using JetBrains IDE APIs instead of terminal commands
JetBrains marketplace,flai,Andrei Isachenko,https://plugins.jetbrains.com/plugin/31958-flai,Turns IntelliJ into an agent runtime with YAML pipelines
JetBrains marketplace,Flow Coder,CI&T Flow,https://plugins.jetbrains.com/plugin/27434-flow-coder,Create custom AI code assistants via CI&T Flow
JetBrains marketplace,FlutterGPT,unknown,https://plugins.jetbrains.com/plugin/21568-fluttergpt,Open-source ChatGPT assistant for Flutter code in-IDE
JetBrains marketplace,GPT CodeHelper,daodao97,https://plugins.jetbrains.com/plugin/22235-gpt-codehelper,GPT-based personal code assistant
JetBrains marketplace,gpt-copilot,wei ku,https://plugins.jetbrains.com/plugin/21238-gpt-copilot,Personal GPT-based code assistant
JetBrains marketplace,Guidewire AI Agent,Arka,https://plugins.jetbrains.com/plugin/32462-guidewire-ai-agent,Enterprise agentic IDE plugin for Guidewire development
JetBrains marketplace,HarmonyOS Dev Assistant,agc-connect,https://plugins.jetbrains.com/plugin/32572-harmonyos-dev-assistant,AI coding assistant for HarmonyOS developers
JetBrains marketplace,Harness AI Code Assistant,Harness Inc,https://plugins.jetbrains.com/plugin/26296-harness-ai-code-assistant,Harness's AI code assistant for JetBrains
JetBrains marketplace,HuiCai AI,ChenBo,https://plugins.jetbrains.com/plugin/32855-huicai-ai,JetBrains edition of the HuiCai AI assistant with agent core
JetBrains marketplace,igni,Ignite Ember,https://plugins.jetbrains.com/plugin/32377-igni,AI coding assistant running parallel multi-agent workflows
JetBrains marketplace,iHomeCoder-Win,iHomeCoder-Win,https://plugins.jetbrains.com/plugin/32575-ihomecoder-win,Intelligent development assistant with AI code completion (Chinese vendor)
JetBrains marketplace,Intellego Grok AI Assistant,Diligite Iustitiam LLC,https://plugins.jetbrains.com/plugin/29268-intellego-grok-ai-assistant,Native Grok for JetBrains with agentic mode via Grok Build CLI
JetBrains marketplace,JAIPilot - One-Click AI Agent for Java Unit Testing,JAIPilot,https://plugins.jetbrains.com/plugin/27706-jaipilot--one-click-ai-agent-for-java-unit-testing,"AI agent that generates, runs, and fixes Java unit tests"
JetBrains marketplace,Java ADK Assistant,Java ADK Assistant,https://plugins.jetbrains.com/plugin/31464-java-adk-assistant,AI assistant powered by Google Agent Development Kit
JetBrains marketplace,JDC Pre-Commit Code Review,jdctools,https://plugins.jetbrains.com/plugin/27669-jdc-pre-commit-code-review,Automatic AI-driven code reviews before Git commits
JetBrains marketplace,JetPilot,QuantumLeapProjects,https://plugins.jetbrains.com/plugin/31736-jetpilot,Offline AI co-pilot via Ollama with tool calling
JetBrains marketplace,Jitera,Jitera,https://plugins.jetbrains.com/plugin/25696-jitera,AI programming agent/context system automating code
JetBrains marketplace,Just Bruce AI,Just Bruce AI,https://plugins.jetbrains.com/plugin/33525-just-bruce-ai,AI-powered coding assistant built into JetBrains IDEs
JetBrains marketplace,KaiTester,Valentin Podkopaev,https://plugins.jetbrains.com/plugin/26141-kaitester,AI-powered unit test generator for Kotlin
JetBrains marketplace,Karate Dojo,Felipe Farias,https://plugins.jetbrains.com/plugin/33029-karate-dojo,AI companion for Karate Framework test generation
JetBrains marketplace,Karato - Agent for Sakana AI fugu,Imperial architects,https://plugins.jetbrains.com/plugin/32504-karato--agent-for-sakana-ai-fugu,In-IDE agent driving Codex CLI with Sakana AI's Fugu models
JetBrains marketplace,Kf-CR,He Zhixian,https://plugins.jetbrains.com/plugin/28113-kf-cr,AI code review analyzing local changes through Git
JetBrains marketplace,kluster.ai,kluster.ai,https://plugins.jetbrains.com/plugin/30646-kluster-ai,Real-time AI code review catching bugs and vulnerabilities
JetBrains marketplace,Kwaipilot,kuaishou,https://plugins.jetbrains.com/plugin/23920-kwaipilot,Kuaishou LLM-based AI coding assistant
JetBrains marketplace,LaraAssist - AI Assistant for Laravel,Afjalur Rahman Rana,https://plugins.jetbrains.com/plugin/21187-laraassist--ai-assistant-for-laravel,AI assistant for Laravel developers
JetBrains marketplace,Lattice Agent AI,moorror,https://plugins.jetbrains.com/plugin/32759-lattice-agent-ai,AI coding agent built on ProxyAI
JetBrains marketplace,Lean AI,lean-ai,https://plugins.jetbrains.com/plugin/31110-lean-ai,Agentic coding assistant with local LLM via Ollama
JetBrains marketplace,LISA AI Assistant,trinadhkoya,https://plugins.jetbrains.com/plugin/29577-lisa-ai-assistant,Language-Integrated Smart Agent AI companion
JetBrains marketplace,LiyaAI Coding Agent,LiyaLabs,https://plugins.jetbrains.com/plugin/30623-liyaai-coding-agent,"Chat agent that can read, write, and edit project files"
JetBrains marketplace,Llamatik Code,Llamatik AI,https://plugins.jetbrains.com/plugin/31304-llamatik-code,Local-first AI coding assistant
JetBrains marketplace,Llmrix Devtool,llmrix,https://plugins.jetbrains.com/plugin/31463-llmrix-devtool,Integrates the Llmrix multi-agent AI platform into JetBrains
JetBrains marketplace,Local Keep AI,Local Keep AI,https://plugins.jetbrains.com/plugin/33470-local-keep-ai,Local-first AI coding assistant with local models
JetBrains marketplace,LQCodeMind,lq-developer,https://plugins.jetbrains.com/plugin/29215-lqcodemind,AI agent for development tasks plus source-controlled AI checks
JetBrains marketplace,Lucid Chat,Turknet DevOps Team,https://plugins.jetbrains.com/plugin/29373-lucid-chat,Chat and agent modes via Ollama
JetBrains marketplace,MaaS CodeAI,hx shi,https://plugins.jetbrains.com/plugin/28048-maas-codeai,Code generation and automated unit test creation
JetBrains marketplace,Machinet AI GPT-4 Chat and Unit Tests,Machinet Inc.,https://plugins.jetbrains.com/plugin/17510-machinet-ai-gpt-4-chat-and-unit-tests,Context-aware AI chat and unit test generation
JetBrains marketplace,MSB CodeGen,MSB,https://plugins.jetbrains.com/plugin/28517-msb-codegen,AI coding assistant suggesting code in real time
JetBrains marketplace,Naixt,stephen-chancetop,https://plugins.jetbrains.com/plugin/26662-naixt,Coding agent with configurable LLM endpoint
JetBrains marketplace,NexChat,vrisego,https://plugins.jetbrains.com/plugin/31263-nexchat,All-in-one AI coding assistant
JetBrains marketplace,OmniCode Agent,OmniCode,https://plugins.jetbrains.com/plugin/33002-omnicode-agent,Provider-neutral AI coding and research agent with editable Plan Board
JetBrains marketplace,OmniPilot - Bring Your Own Model,Tejas Soni,https://plugins.jetbrains.com/plugin/32760-omnipilot--bring-your-own-model,Fully autonomous BYO-model AI coding assistant
JetBrains marketplace,On-Device AI Code Review,JEONYOUNGHO,https://plugins.jetbrains.com/plugin/25074-on-device-ai-code-review,Ollama-powered AI code reviews entirely on-device
JetBrains marketplace,Onuro - AI Code Assistant,onuro,https://plugins.jetbrains.com/plugin/22895-onuro--ai-code-assistant,AI code assistant across all JetBrains IDEs
JetBrains marketplace,Opus Swarm Live,EpochCore,https://plugins.jetbrains.com/plugin/30408-opus-swarm-live,52-agent multi-model AI swarm orchestration plugin
JetBrains marketplace,Oraclia AI,Pavel Ch,https://plugins.jetbrains.com/plugin/27674-oraclia-ai,AI-powered code assistant for JetBrains
JetBrains marketplace,Pi Agent Launcher,haokanjiang,https://plugins.jetbrains.com/plugin/31737-pi-agent-launcher,One-click launcher keeping the Pi coding agent CLI inside the IDE
JetBrains marketplace,PromptMate,Rising Mind Systems,https://plugins.jetbrains.com/plugin/30891-promptmate,AI-powered coding assistant
JetBrains marketplace,ProxyAI,Proxy OÜ,https://plugins.jetbrains.com/plugin/21056-proxyai,AI-powered code assistant (formerly CodeGPT); BYO-model alternative to Cursor/Copilot
JetBrains marketplace,QA CoPilot,Piyush Joshi,https://plugins.jetbrains.com/plugin/31496-qa-copilot,AI-powered API test generation for Spring Boot
JetBrains marketplace,QAX CodeGen,QI-ANXIN GROUP,https://plugins.jetbrains.com/plugin/24156-qax-codegen,Open-source AI coding agent (Chinese security vendor)
JetBrains marketplace,QonQrete,QonQrete,https://plugins.jetbrains.com/plugin/30764-qonqrete,Deterministic AI coding agent in secure sandboxes
JetBrains marketplace,QTA SmartTest,QTA,https://plugins.jetbrains.com/plugin/29217-qta-smarttest,Tencent QTA AI testing plugin with one-click unit test generation
JetBrains marketplace,Quanta AI,Quanta Dance,https://plugins.jetbrains.com/plugin/29113-quanta-ai,"Agentic coding assistant: plan, implement, review, refactor"
JetBrains marketplace,Raplify,Raplify,https://plugins.jetbrains.com/plugin/33194-raplify,GUI for AI coding agents with four tool windows
JetBrains marketplace,RefactorGPT,Hyesong Kim,https://plugins.jetbrains.com/plugin/22014-refactorgpt,Refactor selected code using ChatGPT
JetBrains marketplace,Refio,jclab,https://plugins.jetbrains.com/plugin/30487-refio,Local-first AI coding assistant with native IntelliJ integration
JetBrains marketplace,Rikki Coding Agent,Creeper5261,https://plugins.jetbrains.com/plugin/30315-rikki-coding-agent,Lightweight AI coding assistant connecting directly to LLM APIs
JetBrains marketplace,RX GUI,68110923,https://plugins.jetbrains.com/plugin/32054-rx-gui,Reasonix AI coding assistant sidebar
JetBrains marketplace,Sema Code,SemaCode,https://plugins.jetbrains.com/plugin/32783-sema-code,AI coding assistant / code copilot for JetBrains
JetBrains marketplace,Sentra,Sentra,https://plugins.jetbrains.com/plugin/27479-sentra,Automated unit test generator
JetBrains marketplace,Shire - AI Coding Agent Language,Phodal Huang,https://plugins.jetbrains.com/plugin/24549-shire--ai-coding-agent-language,AI coding and agent DSL enabling LLM-IDE communication
JetBrains marketplace,Sigil - Coding Assistant,José M. Nieves,https://plugins.jetbrains.com/plugin/32492-sigil--coding-assistant,AI-assisted development plugin powered by OpenCode
JetBrains marketplace,Simple AI Code Reviewer,NeoZhou,https://plugins.jetbrains.com/plugin/28311-simple-ai-code-reviewer,AI code review on commit with Markdown reports
JetBrains marketplace,Smart Push Review,Nishant Baranwal,https://plugins.jetbrains.com/plugin/29738-smart-push-review,AI-powered code review step in the Git commit workflow
JetBrains marketplace,SmartDoc,Vahid Etemadi,https://plugins.jetbrains.com/plugin/28786-smartdoc,AI agent for method documentation updates
JetBrains marketplace,SpecBuddy,SpecBuddy,https://plugins.jetbrains.com/plugin/32645-specbuddy,Structured plan-to-step control layer over AI coding agents
JetBrains marketplace,Swades Agent,xerv,https://plugins.jetbrains.com/plugin/33117-swades-agent,Autonomous AI software engineering agent ReAct loop in IntelliJ terminal
JetBrains marketplace,Sypha,Sypha,https://plugins.jetbrains.com/plugin/30512-sypha,"AI coding assistant for planning, improvising, debugging"
JetBrains marketplace,TalkX - ChatGPT GPT-4 Free AI code assistant,huxiao.mail,https://plugins.jetbrains.com/plugin/22181-talkx--chatgpt-gpt-4-free-ai-code-assistant,Free AI programming assistant based on OpenAI GPT-4 (Chinese vendor)
